sample_idx,os_mm,ro_mm,os_pm,ro_pm
632,0.656822,0.004903,0.374078,0.724594
633,0.577236,0.024744,0.713743,0.280893
634,0.343710,0.021752,0.795061,0.232817
635,0.335068,0.012786,0.768239,0.432129
636,0.504519,0.013634,0.734387,0.488992
637,0.519001,0.011162,0.746494,0.483014
638,0.351625,0.016298,0.772071,0.468541
639,0.378927,0.018144,0.770644,0.442956
640,0.334608,0.019255,0.777998,0.601565
641,0.374789,0.017261,0.776384,0.456183
642,0.456764,0.007990,0.678072,0.292689
643,0.333097,0.017794,0.709120,0.578322
644,0.333310,0.017803,0.711741,0.567733
645,0.324327,0.020232,0.690545,0.597668
646,0.307509,0.018635,0.674752,0.574881
647,0.325880,0.019804,0.696269,0.601452
648,0.297909,0.014832,0.706126,0.617501
649,0.320903,0.017906,0.708917,0.604680
650,0.333302,0.020859,0.693995,0.521804
651,0.234282,0.010018,0.754974,0.604896
652,0.225282,0.013113,0.757420,0.566045
653,0.245709,0.012639,0.770289,0.517364
654,0.229660,0.009635,0.776957,0.529380
655,0.287112,0.011226,0.776949,0.285650
656,0.273458,0.010411,0.778667,0.466482
657,0.621441,0.009326,0.693257,0.352163
658,0.624191,0.008071,0.700770,0.447383
659,0.208772,0.008665,0.782958,0.614065
660,0.209321,0.005444,0.787033,0.663899
661,0.231171,0.005120,0.787315,0.655486
662,0.228725,0.011265,0.786139,0.606292
663,0.208907,0.008251,0.793035,0.666306
664,0.218393,0.011090,0.794056,0.629391
665,0.261688,0.013967,0.791582,0.450052
666,0.220957,0.010057,0.784361,0.550620
667,0.213390,0.010186,0.790286,0.556697
668,0.247691,0.008853,0.795636,0.528057
669,0.264176,0.016700,0.781091,0.479292
670,0.385130,0.005768,0.602386,0.538413
671,0.254290,0.006840,0.685999,0.248631
672,0.427908,0.005416,0.112593,0.639819
673,0.334522,0.009188,0.293452,0.879290
674,0.408170,0.013811,0.211798,0.836040
675,0.411924,0.015847,0.337580,1.067786
676,0.473848,0.006753,0.757693,0.360384
677,0.429806,0.002417,0.657462,0.244307
678,0.521444,0.011814,0.724354,0.215322
679,0.361574,0.005572,0.755241,0.354743
680,0.370865,0.011374,0.714246,0.189373
681,0.550309,0.012596,0.695729,0.286683
682,0.393863,0.003199,0.738011,0.407804
683,0.553630,0.025920,0.734079,0.356555
684,0.234790,0.005731,0.716175,0.222850
685,0.423704,0.016042,0.197563,0.788722
686,0.355892,0.017131,0.614887,0.499794
687,0.374830,0.002403,0.175628,0.969673
688,0.392797,0.008012,0.717599,0.426155
689,0.441122,0.012459,0.754090,0.604118
690,0.455695,0.013323,0.719436,0.500670
691,0.311241,0.007974,0.730117,0.353637
692,0.404632,0.016419,0.718917,0.620343
693,0.243563,0.010034,0.810254,0.611838
694,0.325209,0.013660,0.787240,0.510567
MEAN,0.383442,0.015551,0.639475,0.527943
